Umsteigebauwerke,,,,,,,,,,,,,
,,,,,,,,,,,,,
Typ,Nr.,Name,Umsteigebauwerk_niveau  ,X,Y,Exportnummer,HAFAS-Nr.,,,,,,
Zwischenpunkt,56,Bahnsteig S1/2/25 (Aufzug zur Ladenstraße),-3,4594350,5821680,9702056,,,,,,,
Zugang,9,Zugang (Ladenstraße) Tränenpalast,0,4594236,5821735,9702009,,,,,,,
Zwischenpunkt,39,Zwischengeschoss Spreeufer (Rolltreppe zum Bahnsteig S1/2/25),-1,4594350,5821679,9702039,,,,,,,
Zugang,10,Zugang (Ladenstraße) Tränenpalast/Taxistand,0,4594289,5821720,9702010,,,,,,,
Zwischenpunkt,72,Ladenstraße (Aufzug zum Bahnsteig S1/2/25),0,4594350,5821680,9702072,,,,,,,
Zwischenpunkt,76,Ladenstraße (Aufzug zum Bahnsteig Gleis 1/2),0,4594349,5821680,9702076,,,,,,,
Zwischenpunkt,105,Zwischengeschoss Ladenstraße (Treppe Friedrichstraße),1,4594349,5821680,9702105,,,,,,,
Zwischenpunkt,70,Durchgang (Treppe zum Bahnsteig S5/7/75/3),0,4594349,5821679,9702070,,,,,,,
Zugang,22,Zugang (Ladenstr.) Georgenstraße/Bundespolizei,0,4594214,5821680,9702022,,,,,,,
Zwischenpunkt,44,Zwischengeschoss Georgenstraße (Aufzug Zwischengeschoss Ladenstraße/Zugang),-2,4594350,5821679,9702044,,,,,,,
Zwischenpunkt,41,Zwischengeschoss Georgenstraße (Aufzug zum Bahnsteig U6),-2,4594350,5821680,9702041,,,,,,,
Zwischenpunkt,37,Zwischengeschoss Spreeufer (Treppe Reichstagufer/S1/2/25),-1,4594350,5821680,9702037,,,,,,,
Zwischenpunkt,82,Zwischenebene (Rolltreppe zum Bahnsteig S5/7/75/3),2,4594350,5821680,9702082,,,,,,,
Zwischenpunkt,33,Zwischengeschoss Spreeufer (Treppe zum Bahnsteig U6),-1,4594350,5821679,9702033,,,,,,,
Zugang,13,Zugang (Durchgang) Friedrich-/Georgenstraße,0,4594357,5821660,9702013,,,,,,,
Zugang und ÖV,25,Tramsteig Friedrichstraße vor Dorotheenstraße,0,4594341,5821603,9702025,,,,,,,
Zwischenpunkt,53,Bahnsteig S1/2/25 (Rolltreppe1 zur Ladenstraße/Verteiler S1/2/25),-3,4594349,5821679,9702053,,,,,,,
Zwischenpunkt,63,Ladenstraße/Verteiler S1/2/25 (Rolltreppe2 zum Bahnsteig S1/2/25),1,4594349,5821679,9702063,,,,,,,
Zwischenpunkt,91,Bahnsteig S5/7/75/3 (Treppe zum Durchgang),3,4594349,5821679,9702091,,,,,,,
Zwischenpunkt,94,Brücke (Treppe Schiffbauerdamm),2,4594350,5821680,9702094,,,,,,,
Zwischenpunkt,98,Bahnsteig Gleis 3/4 (Rolltreppe zum Zwischengeschoss Ladenstraße),3,4594350,5821680,9702098,,,,,,,
Zwischenpunkt,104,Zwischengeschoss Ladenstraße (Treppe zur Ladenstraße),1,4594350,5821680,9702104,,,,,,,
Zwischenpunkt,107,Zwischengeschoss Ladenstraße (Rolltreppe zum Bahnsteig Gleis 1/2),1,4594350,5821679,9702107,,,,,,,
Zwischenpunkt,50,Treppenabsatz Ladenstraße (Rolltreppe zur Ladenstraße),-1,4594350,5821680,9702050,,,,,,,
ÖV,5,Bahnsteig Gleis 1/2,3,4594275,5821678,9702005,,,,,,,
Zwischenpunkt,38,Zwischengeschoss Spreeufer (Treppe  zum Bahnsteig S1/2/25),-1,4594350,5821679,9702038,,,,,,,
Zugang und ÖV,24,Bushaltestelle Friedrichstraße vor Am Weidendamm,0,4594340,5821714,9702024,,,,,,,
Zugang,20,Zugang (Treppe) Friedrichstraße/Am Weidendamm,0,4594341,5821822,9702020,,,,,,,
Zugang,19,Zugang (Treppe) Friedrich-/Georgen-/Dorotheenstraße,0,4594363,5821661,9702019,,,,,,,
Zwischenpunkt,34,Zwischengeschoss Spreeufer (Rolltreppe zum Bahnsteig U6),-1,4594350,5821680,9702034,,,,,,,
Zwischenpunkt,27,Bahnsteig U6 (Treppe zum Zwischengeschoss Spreeufer),-3,4594349,5821679,9702027,,,,,,,
Zwischenpunkt,66,Ladenstraße/Verteiler S1/2/25 (Treppe zur Ladenstraße),1,4594349,5821679,9702066,,,,,,,
Zwischenpunkt,89,Bahnsteig S5/7/75/3 (Rolltreppe zur Zwischenebene),3,4594350,5821680,9702089,,,,,,,
Zwischenpunkt,81,Zwischenebene (Treppe2 zum Bahnsteig S5/7/75/3),2,4594350,5821680,9702081,,,,,,,
Zwischenpunkt,96,Bahnsteig Gleis 3/4 (Aufzug zur Ladenstraße),3,4594350,5821679,9702096,,,,,,,
Zwischenpunkt,95,Bahnsteig Gleis 3/4 (Rolltreppe zur Ladenstraße),3,4594350,5821680,9702095,,,,,,,
Zwischenpunkt,101,Bahnsteig Gleis 1/2  (Treppe zur Ladenstraße),3,4594350,5821679,9702101,,,,,,,
Zwischenpunkt,111,Zwischengeschoss Ladenstraße (Rolltreppe zum Treppenabsatz Ladenstraße),1,4594350,5821680,9702111,,,,,,,
ÖV,2,"Bahnsteig S5/7/75/3 Gleis 5, 6",3,4594278,5821694,9702002,,,,,,,
Zwischenpunkt,49,Treppenabsatz Ladenstraße (Treppe zur Ladenstraße),-1,4594349,5821680,9702049,,,,,,,
Zugang und ÖV,23,Bushaltestelle Friedrichstraße hinter Reichstagufer,0,4594329,5821713,9702023,,,,,,,
Zwischenpunkt,57,Bahnsteig S1/2/25 (Treppe zum Treppenabsatz Georgenstraße),-3,4594350,5821680,9702057,,,,,,,
Zwischenpunkt,45,Zwischengeschoss Georgenstraße (Treppe zum Treppenabsatz Ladenstraße),-2,4594350,5821680,9702045,,,,,,,
Zwischenpunkt,40,Zwischengeschoss Georgenstraße (Treppe1 zum Bahnsteig U6),-2,4594349,5821680,9702040,,,,,,,
Zwischenpunkt,55,Bahnsteig S1/2/25 (Treppe zur Ladenstraße/Verteiler S1/2/25),-3,4594350,5821679,9702055,,,,,,,
Zwischenpunkt,84,Zwischenebene (Treppe zum Zwischengeschoss Ladenstraße),2,4594350,5821680,9702084,,,,,,,
Zwischenpunkt,75,Ladenstraße (Aufzug zum Bahnsteig Gleis 3/4),0,4594349,5821679,9702075,,,,,,,
Zwischenpunkt,78,Ladenstraße (Treppe zum Bahnsteig Gleis 1/2),0,4594350,5821679,9702078,,,,,,,
Zwischenpunkt,99,Bahnsteig Gleis 1/2  (Rolltreppe zur Ladenstraße),3,4594350,5821680,9702099,,,,,,,
Zugang,16,Zugang (Treppe) Georgen-/Neustädtische Straße,0,4594145,5821642,9702016,,,,,,,
ÖV,1,Bahnsteig U6,-3,4594330,5821747,9702001,,,,,,,
Zwischenpunkt,47,Zwischengeschoss Georgenstraße (Treppe Friedrichstraße/Georgen-/Dorotheenstraße),-2,4594350,5821679,9702047,,,,,,,
Zwischenpunkt,48,Treppenabsatz Ladenstraße (Treppe zum Zwischengeschoss Georgenstraße),-1,4594350,5821680,9702048,,,,,,,
Zwischenpunkt,31,Bahnsteig U6  (Aufzug zum Zwischengeschoss Georgenstraße),-3,4594350,5821680,9702031,,,,,,,
Zugang,15,Zugang (Treppe) Reichstagsufer/S1/2/25,0,4594277,5821815,9702015,,,,,,,
Zugang,21,Zugang (Treppe) Friedrichstraße/Reichstagufer,0,4594299,5821810,9702021,,,,,,,
Zugang und ÖV,26,Tramsteig Friedrichstraße vor Georgenstraße,0,4594352,5821597,9702026,,,,,,,
Zugang und ÖV,112,Bushaltestelle Reichstagufer hinter Friedrichstraße,0,4594223,5821781,9702112,,,,,,,
Zugang,11,Zugang (Treppe) Friedrichstraße,0,4594328,5821680,9702011,,,,,,,
Zugang,6,Zugang (Aufzug),0,4594315,5821658,9702006,,,,,,,
Zwischenpunkt,46,Zwischengeschoss Georgenstraße (Treppe Friedrichstraße/Dorotheenstraße/Tram),-2,4594350,5821680,9702046,,,,,,,
Zwischenpunkt,54,Bahnsteig S1/2/25 (Rolltreppe2 zur Ladenstraße/Verteiler S1/2/25),-3,4594349,5821679,9702054,,,,,,,
Zwischenpunkt,62,Ladenstraße/Verteiler S1/2/25 (Rollreppe1 zum Bahnsteig S1/2/25),1,4594349,5821679,9702062,,,,,,,
Zwischenpunkt,68,Ladenstraße (Treppe zur Zwischenebene),0,4594349,5821679,9702068,,,,,,,
Zwischenpunkt,65,Ladenstraße/Verteiler S1/2/25 (Rolltreppe zum Bahnsteig S5/7/75/3),1,4594349,5821679,9702065,,,,,,,
Zwischenpunkt,85,Bahnsteig S5/7/75/3 (Treppe Brücke),3,4594350,5821680,9702085,,,,,,,
Zwischenpunkt,74,Ladenstraße (Rolltreppe zum Bahnsteig Gleis 1/2),0,4594350,5821680,9702074,,,,,,,
Zwischenpunkt,90,Bahnsteig S5/7/75/3 (Aufzug  zur Zwischenebene und zur Ladenstraße),3,4594350,5821680,9702090,,,,,,,
Zwischenpunkt,77,Ladenstraße (Treppe zum Bahnsteig Gleis 3/4),0,4594349,5821680,9702077,,,,,,,
Zwischenpunkt,86,Bahnsteig S5/7/75/3 (Treppe1 zur Zwischenebene),3,4594350,5821679,9702086,,,,,,,
Zwischenpunkt,93,Brücke (Treppe Reichstagufer),2,4594350,5821680,9702093,,,,,,,
Zwischenpunkt,106,Zwischengeschoss Ladenstraße (Rolltreppe zum Bahnsteig Gleis 3/4),1,4594350,5821680,9702106,,,,,,,
Zugang,12,Zugang (Durchgang) Friedrichstr./Planckstraße,0,4594350,5821698,9702012,,,,,,,
Zwischenpunkt,58,Bahnsteig S1/2/25 (Rolltreppe zum Treppenabsatz Georgenstraße),-3,4594349,5821680,9702058,,,,,,,
Zwischenpunkt,35,Zwischengeschoss Spreeufer (Treppe Friedrichstraße/Am Weidendamm),-1,4594349,5821680,9702035,,,,,,,
Zugang,18,Zugang (Treppe) Friedrich-/Dorotheenstraße/Tram,0,4594362,5821626,9702018,,,,,,,
ÖV,3,Bahnsteig S1/2/25,-3,4594188,5821722,9702003,,,,,,,
Zwischenpunkt,36,Zwischengeschoss Spreeufer(Treppe Friedrichstraße/Reichstagufer),-1,4594350,5821680,9702036,,,,,,,
Zwischenpunkt,30,Bahnsteig U6  (Treppe1 zum Zwischengeschoss Georgenstraße),-3,4594349,5821679,9702030,,,,,,,
Zwischenpunkt,51,Bahnsteig S1/2/25 (Treppe zum Zwischengeschoss Spreeufer),-3,4594350,5821680,9702051,,,,,,,
Zwischenpunkt,61,Treppenabsatz Georgenstraße (Treppe Georgen-/Neustädter Str.),-1,4594350,5821680,9702061,,,,,,,
Zwischenpunkt,69,Ladenstraße (Aufzug zur Zwischenebene und zum Bahnsteig S5/7/75/3),0,4594349,5821679,9702069,,,,,,,
Zwischenpunkt,67,Ladenstraße (Treppe zur Ladenstraße/Verteiler S1/2/25),0,4594349,5821679,9702067,,,,,,,
Zwischenpunkt,80,Zwischenebene (Treppe zur Ladenstraße),2,4594350,5821680,9702080,,,,,,,
Zwischenpunkt,108,Zwischengeschoss Ladenstraße (Treppe Georgenstraße/U6),1,4594350,5821680,9702108,,,,,,,
Zwischenpunkt,109,Zwischengeschoss Ladenstraße (Aufzug Zwischengeschoss Georgenstraße/Zugang),1,4594350,5821680,9702109,,,,,,,
Zwischenpunkt,110,Zwischengeschoss Ladenstraße (Treppe zum Treppenabsatz Ladenstraße),1,4594350,5821680,9702110,,,,,,,
Zugang,14,Zugang (Treppe Zwischengeschoss Ladenstraße) Georgenstraße,0,4594276,5821662,9702014,,,,,,,
Zwischenpunkt,60,Treppenabsatz Georgenstraße (Rolltreppe zum Bahnsteig S1/2/25),-1,4594349,5821679,9702060,,,,,,,
,,,,,,,,,,,,,
Bauwerk,6,U Mehringdamm,,4594353,5818672,17101,9017101,,,,,,
ÖV,2,Bahnsteig Gleis 1+3 U6/U7 Richtung Alt-Mariendorf/Rudow,-2,4594427,5818843,9720902,,,,,,,
Zugang,4,Zugang (Treppe) Obentrautstraße/Finanzamt,0,4594445,5818899,9720904,,,,,,,
Zwischenpunkt,37,Zwischengeschoss Yorckstraße (Treppe Gneisenau-/Baruther Straße),-1,4594417,5818765,9720937,,,,,,,
Zugang und ÖV,12,Bushaltestelle Gneisenaustraße hinter Mehringdamm,0,4594386,5818624,9720912,,,,,,,
Zwischenpunkt,30,Zwischengeschoss Blücherstraße/Obentrautstraße (Treppe Blücherstraße),-1,4594489,5818917,9720930,,,,,,,
Zwischenpunkt,34,Zwischengeschoss Yorckstraße (Rolltreppe zum Bahnsteig Alt-Tegel/Spandau),-1,4594408,5818770,9720934,,,,,,,
Zwischenpunkt,33,Zwischengeschoss Yorckstraße (Treppe zum Bahnsteig Alt-Tegel/Spandau),-1,4594404,5818772,9720933,,,,,,,
Zwischenpunkt,36,Zwischengeschoss Yorckstraße (Rolltreppe zum Bahnsteig Alt-Mariendorf/Rudow),-1,4594393,5818776,9720936,,,,,,,
Zugang und ÖV,17,Bushaltestelle Mehringdamm vor Blücherstraße,0,4594482,5818915,9720917,,,,,,,
Zugang,5,Zugang (Aufzug) Obentrautstraße/Finanzamt,0,4594442,5818893,9720905,,,,,,,
Zwischenpunkt,19,Bahnsteig Alt-Tegel/Spandau (Aufzug zum Zwischengeschoss Blücherstraße/Obentrautstraße),-2,4594466,5818883,9720919,,,,,,,
Zugang und ÖV,9,Bushaltestelle Gneisenaustraße vor Mehringdamm,0,4594421,5818658,9720909,,,,,,,
Zugang und ÖV,11,Bushaltestelle Mehringdamm vor Yorckstraße,0,4594383,5818757,9720911,,,,,,,
Zwischenpunkt,23,Bahnsteig Alt-Mariendorf/Rudow (Aufzug zum Zwischengeschoss Blücherstraße/Obentrautstraße),-2,4594448,5818890,9720923,,,,,,,
Zwischenpunkt,28,Zwischengeschoss Blücherstraße/Obentrautstraße (Treppe zum Bahnsteig Alt-Mariendorf/Rudow),-1,4594455,5818896,9720928,,,,,,,
Zugang und ÖV,16,Bushaltestelle Mehringdamm hinter Blücherstraße,0,4594454,5818908,9720916,,,,,,,
Zugang und ÖV,14,Bushaltestelle Yorckstraße hinter Mehringdamm,0,4594312,5818692,9720914,,,,,,,
Zwischenpunkt,24,Bahnsteig Alt-Mariendorf/Rudow (Treppe zum Zwischengeschoss Yorckstraße),-2,4594401,5818783,9720924,,,,,,,
Zwischenpunkt,29,Zwischengeschoss Blücherstraße/Obentrautstraße (Aufzug zum Bahnsteig Alt-Mariendorf/Rudow),-1,4594448,5818890,9720929,,,,,,,
Zugang und ÖV,10,Bushaltestelle Mehringdamm vor Gneisenaustraße,0,4594356,5818613,9720910,,,,,,,
Zugang,3,Zugang (Treppe) Blücherstraße,0,4594488,5818927,9720903,,,,,,,
Zwischenpunkt,27,Zwischengeschoss Blücherstraße/Obentrautstraße (Aufzug zum Bahnsteig Alt-Tegel/Spandau),-1,4594466,5818883,9720927,,,,,,,
Zwischenpunkt,20,Bahnsteig Alt-Tegel/Spandau (Treppe zum Zwischengeschoss Yorckstr.),-2,4594408,5818780,9720920,,,,,,,
Zugang und ÖV,13,Bushaltestelle Mehringdamm hinter Yorckstraße,0,4594329,5818621,9720913,,,,,,,
Zugang und ÖV,15,Bushaltestelle Mehringdamm hinter Yorckstraße,0,4594408,5818750,9720915,,,,,,,
Zugang,7,Zugang (Treppe) Yorckstraße,0,4594380,5818767,9720907,,,,,,,
Zwischenpunkt,25,Bahnsteig Alt-Mariendorf/Rudow (Rolltreppe zum Zwischengeschoss Yorckstraße),-2,4594397,5818785,9720925,,,,,,,
Zwischenpunkt,32,Zwischengeschoss Blücherstraße/Obentrautstraße (Aufzug Obentrautstraße/Finanzamt),-1,4594442,5818893,9720932,,,,,,,
Zwischenpunkt,31,Zwischengeschoss Blücherstraße/Obentrautstraße (Treppe Obentrautstraße/Finanzamt),-1,4594443,5818895,9720931,,,,,,,
Zwischenpunkt,26,Zwischengeschoss Blücherstraße/Obentrautstraße (Treppe zum Bahnsteig Alt-Tegel/Spandau),-1,4594464,5818892,9720926,,,,,,,
Zwischenpunkt,38,Zwischengeschoss  Yorckstraße (Treppe Yorckstraße),-1,4594384,5818775,9720938,,,,,,,
Zugang,6,Zugang (Treppe) Gneisenaustraße/Baruther Straße,0,4594414,5818758,9720906,,,,,,,
Zwischenpunkt,18,Bahnsteig Alt-Tegel/Spandau (Treppe zum Zwischengeschoss Blücherstraße/Obentrautstraße),-2,4594461,5818885,9720918,,,,,,,
Zwischenpunkt,21,Bahnsteig Alt-Tegel/Spandau (Rolltreppe zum Zwischengeschoss Yorckstraße),-2,4594411,5818778,9720921,,,,,,,
Zwischenpunkt,35,Zwischengeschoss Yorckstraße (Treppe zum Bahnsteig Alt-Mariendorf/Rudow),-1,4594397,5818774,9720935,,,,,,,
Zugang und ÖV,8,Bushaltestelle Yorckstraße vor Mehringdamm,0,4594299,5818651,9720908,,,,,,,
Zwischenpunkt,22,Bahnsteig Alt-Mariendorf/Rudow (Treppe zum Zwischengeschoss Blücherstraße/Obentrautstraße),-2,4594451,5818888,9720922,,,,,,,
ÖV,1,Bahnsteig Gleis 2+4  U6/U7 Richtung Alt-Tegel/Spandau,-2,4594438,5818838,9720901,,,,,,,
,,,,,,,,,,,,,
Bauwerk,7,S+U Wuhletal,,4607060,5821100,175001,9175001,,,,,,
Zwischenpunkt,24,"Zwischengeschoss Dorfstraße (Rampe Wuhletal, Krankenhaus)",-1,4607059,5821100,9700524,,,,,,,
ÖV,2,Bahnsteig S5/U5 Richtung Strausberg Nord/Hönow,1,4607068,5821092,9700502,,,,,,,
Zwischenpunkt,12,Bahnsteig S5/U5 Richtung Strausberg/Hönow (Rampe Zwischengeschoss Dorfstraße),1,4607058,5821100,9700512,,,,,,,
Zwischenpunkt,13,Bahnsteig S5/U5 Richtung Strausberg/Hönow (Treppe Zwischengeschoss GülzowerStraße),1,4607059,5821100,9700513,,,,,,,
Zwischenpunkt,14,Treppenabsatz Gülzower Straße (Treppe Gülzower Straße),-1,4607058,5821101,9700514,,,,,,,
Zwischenpunkt,23,"Zwischengeschoss Dorfstraße (Rampe Wuhletal, Dorfstraße)",-1,4607060,5821099,9700523,,,,,,,
Zwischenpunkt,15,Treppenabsatz Gülzower Straße (Treppe Zwischengeschoss Gülzower Straße),-1,4607058,5821101,9700515,,,,,,,
Zwischenpunkt,19,Zwischengeschoss Dorfstraße (Rampe zum Bahnsteig S5/U5 Richtung Strausberg Nord/Hönow),-1,4607059,5821101,9700519,,,,,,,
Zwischenpunkt,20,Zwischengeschoss Dorfstraße (Rampe zum Bahnsteig S5/U5 Richtung Westkreuz/S+U Alexanderplatz Bhf.),-1,4607059,5821100,9700520,,,,,,,
Zwischenpunkt,17,Zwischengeschoss Gülzower Straße (Treppe Bahnsteig S5/U5 Richtung Spandau/S+U Alexanderplatz Bhf.),0,4607060,5821100,9700517,,,,,,,
Zwischenpunkt,22,Zwischengeschoss Dorfstraße (Treppe Bahnsteig S5/U5 Richtung Spandau/S+U Alexanderplatz Bhf.),-1,4607059,5821100,9700522,,,,,,,
Zwischenpunkt,18,Zwischengeschoss Gülzower Straße (Treppe Treppenabsatz Gülzower Straße),0,4607059,5821100,9700518,,,,,,,
Zugang,3,Zugang (Rampe) Wuhletal Dorfstraße,0,4607029,5821075,9700503,,,,,,,
Zugang und ÖV,6,Bushaltestelle Altentreptower Straße vor dem Bahnhof,0,4607072,5821137,9700506,,,,,,,
Zwischenpunkt,21,Zwischengeschoss Dorfstraße (Treppe Bahnsteig S5/U5 Richtung Strausberg Nord/Hönow),-1,4607058,5821101,9700521,,,,,,,
Zugang,5,Zugang (Treppe) Gülzower Straße,0,4607118,5821134,9700505,,,,,,,
Zwischenpunkt,8,Bahnsteig S5/U5 Richtung Westkreuz/S+U Alexanderplatz Bhf. (Treppe Zwischengeschoss Dorfstraße),1,4607058,5821101,9700508,,,,,,,
Zwischenpunkt,16,Zwischengeschoss Gülzower Straße (Treppe zum Bahnsteig S5/U5 Richtung Strausberg Nord/Hönow),0,4607060,5821099,9700516,,,,,,,
ÖV,1,Bahnsteig S5/U5 Richtung Westkreuz/S+U Alexanderplatz Bhf.,1,4607068,5821125,9700501,,,,,,,
Zugang und ÖV,7,Bushaltestelle Altentreptower Straße gegenüber dem Bahnhof,0,4607071,5821177,9700507,,,,,,,
Zwischenpunkt,10,Bahnsteig S5/U5 Richtung Westkreuz/S+U Alexanderplatz Bhf. (Treppe Zwischengeschoss Gülzower Straße),1,4607058,5821100,9700510,,,,,,,
Zwischenpunkt,11,Bahnsteig S5/U5 Richtung Strausberg/Hönow (Treppe Zwischengeschoss Dorfstraße),1,4607060,5821099,9700511,,,,,,,
Zugang,4,Zugang (Rampe) Wuhletal Krankenhaus,0,4607023,5821133,9700504,,,,,,,
Zwischenpunkt,9,Bahnsteig S5/U5 Richtung Westkreuz/S+U Alexanderplatz Bhf. (Rampe Zwischengeschoss Dorfstraße),1,4607059,5821100,9700509,,,,,,,
,,,,,,,,,,,,,
Bauwerk,8,U Berliner Straße,,4590540,5817930,44201,9044201,,,,,,
ÖV,1,Bahnsteig  Gleis 1+2 U7,-3,4590516,5817959,9700601,,,,,,,
Zugang,8,Zugang (Treppe) Bundesallee/Badensche Straße,0,4590498,5817922,9700608,,,,,,,
Zwischenpunkt,34,Zwischengeschoss Berliner Straße (Treppe U7),-1,4590545,5817969,9700634,,,,,,,
Zwischenpunkt,30,Zwischengeschoss Bundesallee (Treppe Berliner Straße),-1,4590491,5817977,9700630,,,,,,,
Zwischenpunkt,21,Bahnsteig U9 Richtung Rathaus Steglitz (Aufzug U9 zum Zwischengeschoss Bundesallee),-2,4590504,5817981,9700621,,,,,,,
Zwischenpunkt,27,Zwischengeschoss Bundesallee (Rolltreppe U7),-1,4590492,5817951,9700627,,,,,,,
Zugang und ÖV,11,Bushaltestelle Bundesallee hinter Berliner Straße,0,4590500,5817882,9700611,,,,,,,
ÖV,3,Bahnsteig Gleis 1 U9 Richtung Rathaus Steglitz,-2,4590500,5817956,9700603,,,,,,,
Zwischenpunkt,12,Bahnsteig U7 (Treppe Zwischengeschoss Bundesallee),-3,4590479,5817950,9700612,,,,,,,
Zwischenpunkt,28,Zwischengeschoss Bundesallee (Treppe Badensche Straße),-1,4590498,5817929,9700628,,,,,,,
Zugang und ÖV,10,Bushaltestelle Bundesallee vor Berliner Straße,0,4590534,5817926,9700610,,,,,,,
Zwischenpunkt,35,Zwischengeschoss Berliner Straße (Fahrtreppe U7),-1,4590546,5817965,9700635,,,,,,,
Zwischenpunkt,26,Zwischengeschoss Bundesallee (Treppe U7),-1,4590491,5817954,9700626,,,,,,,
Zugang,39,Zugang (Aufzug U7),0,4590484,5817953,9700639,,,,,,,
Zugang,5,Zugang (Treppe) Berliner Straße/Bundesallee,0,4590543,5817945,9700605,,,,,,,
Zwischenpunkt,16,Bahnsteig U7 (Rolltreppe Zwischengeschoss Berliner Straße),-3,4590552,5817967,9700616,,,,,,,
Zwischenpunkt,23,Bahnsteig U9 Richtung Rathaus Steglitz (Treppe zum Zwischengeschoss Bundesallee),-2,4590506,5817925,9700623,,,,,,,
Zwischenpunkt,40,Zwischengeschoss Bundesallee (Aufzug U7 und  Zugang),-1,4590484,5817953,9700640,,,,,,,
ÖV,2,Bahnsteig Gleis 2 U9 Richtung Osloer Straße,-2,4590528,5817960,9700602,,,,,,,
Zugang,6,Zugang (Rolltreppe) Berliner Straße/Bundesallee,0,4590542,5817949,9700606,,,,,,,
Zugang,9,Zugang (Rolltreppe) Bundesallee/Badensche Straße,0,4590494,5817922,9700609,,,,,,,
Zwischenpunkt,17,Bahnsteig U7 (Treppe Zwischengeschoss Berliner Straße),-3,4590551,5817970,9700617,,,,,,,
Zwischenpunkt,29,Zwischengeschoss Bundesallee (Rolltreppe Badensche Straße),-1,4590494,5817929,9700629,,,,,,,
Zwischenpunkt,19,Bahnsteig U9 Richtung Osloer Straße (Treppe U7),-2,4590526,5817960,9700619,,,,,,,
Zwischenpunkt,38,Bahnsteig U7 (Aufzug zum Zwischengeschoss Bundesallee und  zum Zugang),-3,4590484,5817953,9700638,,,,,,,
Zwischenpunkt,31,Zwischengeschoss Berliner Straße (Treppe Berliner Straße),-1,4590554,5817987,9700631,,,,,,,
Zwischenpunkt,20,Bahnsteig U9 Richtung Osloer Straße (Rolltreppe Zwischengeschoss Berliner Straße),-2,4590526,5817926,9700620,,,,,,,
Zugang,4,Zugang (Treppe) Berliner Straße,0,4590560,5817989,9700604,,,,,,,
Zwischenpunkt,18,Bahnsteig U9 Richtung Osloer Straße (Treppe Zwischengeschoss Berliner Straße),-2,4590526,5817986,9700618,,,,,,,
Zwischenpunkt,37,Zwischengeschoss Berliner Straße (Treppe U9),-1,4590526,5817971,9700637,,,,,,,
Zwischenpunkt,13,Bahnsteig U7 (Rolltreppe Zwischengeschoss Bundesallee),-3,4590480,5817947,9700613,,,,,,,
Zugang,7,Zugang (Treppe) Bundesallee/Berliner Straße,0,4590491,5817985,9700607,,,,,,,
Zwischenpunkt,15,Bahnsteig U7 (Treppe U9 Richtung Rathaus Steglitz),-3,4590505,5817957,9700615,,,,,,,
Zwischenpunkt,36,Zwischengeschoss Berliner Straße (Rolltreppe U9),-1,4590525,5817943,9700636,,,,,,,
Zwischenpunkt,25,Zwischengeschoss Bundesallee (Treppe U9),-1,4590506,5817942,9700625,,,,,,,
Zwischenpunkt,32,Zwischengeschoss Berliner Straße (Treppe Berliner Straße/Bundesallee),-1,4590551,5817948,9700632,,,,,,,
Zwischenpunkt,33,Zwischengeschoss Berliner Straße (Rolltreppe BerlinerStraße/Bundesallee),-1,4590550,5817951,9700633,,,,,,,
Zwischenpunkt,14,Bahnsteig U7 (Treppe U9 Richtung Osloer Straße),-3,4590526,5817960,9700614,,,,,,,
Zwischenpunkt,22,Bahnsteig U9 Richtung Rathaus Steglitz (Treppe U7),-2,4590505,5817957,9700622,,,,,,,
Zwischenpunkt,24,Zwischengeschoss Bundesallee (Aufzug U9),-1,4590505,5817968,9700624,,,,,,,
,,,,,,,,,,,,,
Bauwerk,9,U Kurfürstendamm,,4590510,5819790,23203,9023203,,,,,,
ÖV,2,Bahnsteig Gleis 1 U1 Richtung Uhlandstraße,-1,4590558,5819804,9700702,,,,,,,
Zugang,6,Zugang (Aufzug) Kurfürstendamm/Joachimstaler Straße,0,4590533,5819827,9700706,,,,,,,
Zwischenpunkt,23,Bahnsteig U1 Richtung Uhlandstraße (Rolltreppe U9),-1,4590558,5819805,9700723,,,,,,,
Zwischenpunkt,24,Bahnsteig U1 Richtung Uhlandstraße (Treppe Tauentzienstraße/Breitscheidplatz),-1,4590558,5819805,9700724,,,,,,,
Zwischenpunkt,26,Bahnsteig U1 Richtung Warschauer Straße (Treppe U9),-1,4590559,5819798,9700726,,,,,,,
Zwischenpunkt,27,Bahnsteig U1 Richtung Warschauer Straße (Rolltreppe U9),-1,4590559,5819798,9700727,,,,,,,
Zwischenpunkt,34,Bahnsteig U9 (Treppe Zwischengeschoss),-2,4590498,5819649,9700734,,,,,,,
Zwischenpunkt,41,Bahnsteig U9 (Aufzug zum Bahnsteig U1 Richtung Uhlandstraße),-2,4590510,5819790,9700741,,,,,,,
Zugang,4,Zugang (Treppe) Kurfürstendamm/Fasanenstraße,0,4590455,5819795,9700704,,,,,,,
Zugang,7,Zugang (Treppe) Breitscheidplatz/Gedächtniskirche,0,4590563,5819837,9700707,,,,,,,
Zugang,9,Zugang (Treppe) Kurfürstendamm,0,4590629,5819824,9700709,,,,,,,
Zugang,10,Zugang (Treppe) Kurfürstendamm/Joachimstaler-/Augsburger Straße,0,4590532,5819789,9700710,,,,,,,
Zugang,12,Zugang (Treppe) Joachimstaler Straße/Friedrich-Hollaender-Platz,0,4590506,5819629,9700712,,,,,,,
